depth,file,threshold_l,threshold_u
0.05,layer0.png,1,15
0.1,layer1.png,1,15
0.15,layer2.png,1,15
0.2,layer3.png,1,15
0.25,layer4.png,1,15
0.3,layer5.png,1,15
0.35,layer6.png,1,15
0.4,layer7.png,1,15
0.45,layer8.png,1,15
0.5,layer9.png,1,15
0.55,layer10.png,1,15
0.6,layer11.png,1,15
0.65,layer12.png,1,15
0.7,layer13.png,1,15
0.75,layer14.png,1,15
0.8,layer15.png,1,15
0.85,layer16.png,1,15
0.9,layer17.png,1,15
0.95,layer18.png,1,15
1.0,layer19.png,1,15
